id,title,url,source_domain,crawl_time,action,category,content_type,audience,time_status,candidate_user_question,positive_evidence,negative_evidence,possible_duplicate,reason
PUBEXP000054,iLibrary-清华大学图书馆,https://lib.tsinghua.edu.cn/kyzc/iLibrary.htm,lib.tsinghua.edu.cn,2026-08-12T19:53:57+08:00,approve,科研参与与资源导航,resource_directory,有投稿需求的师生作者,current,我想向《智慧图书馆（英文）》投稿，投稿系统和联系邮箱是什么？,正文明确给出《智慧图书馆（英文）》的期刊定位、投稿入口与联系方式：提供投稿系统 https://mc03.manuscriptcentral.com/ilib ，并列出主编信箱 jinjb@mail.tsinghua.edu.cn 和编辑部信箱 iLibrary@mail.tsinghua.edu.cn；同时页面包含“最新动态”“业界活动”“学术争鸣”“论文选评”等稳定栏目入口。,页面同时混有新闻/动态栏目，如“最新动态”“业界活动”，其中部分内容偏宣传与资讯流，但不影响其提供明确投稿与联系入口的可用性。,False,正文提供了清晰、可复用的期刊投稿系统和联系邮箱，属于学生/师生可直接使用的科研资源入口，符合准入。
PUBEXP000058,规章制度-清华大学图书馆,https://lib.tsinghua.edu.cn/gk/gzzd.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:01+08:00,approve,图书馆服务,resource_directory,清华师生读者,stable,清华大学图书馆有哪些规章制度、借阅规则，以及咨询电话和服务时间在哪里查看？,正文列出“入馆须知”“借阅&服务”等规章制度条目，包含《清华大学图书馆入馆管理办法》《图书流通规则》《馆藏书刊遗失、损坏赔偿办法》《校图书馆临时借书证和阅览证管理办法》等可复用规则；同时提供智能问答、咨询电话62782137、服务时间周一至周日8:00-22:00、当面咨询地点北馆一层总服务台、联系电话010-62788937和邮箱ref-desk@tsinghua.edu.cn，具有明确可用的学生服务入口。,无明显负面证据；页面为稳定的规章制度与服务联系方式集合，不是新闻或宣传稿。,False,本页直接提供图书馆规章制度、借阅服务规则和固定咨询入口，能稳定回答学生关于入馆、借阅、赔偿和咨询渠道的问题，属于高复用校园服务资源。
PUBEXP000059,清华大学图书馆早期中外文图书报刊服务规定-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1115/2620.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:02+08:00,approve,图书馆服务,resource_directory,需要查询图书馆借阅与服务规章的学生,stable,清华大学图书馆借阅与服务相关规章有哪些？,正文位于“规章制度 > 借阅&服务”目录下，列出多项可直接进入的规章与服务入口，如“图书流通规则”“馆藏书刊遗失、损坏赔偿办法”“早期中外文图书报刊服务规定”“临时借书证和阅览证管理办法”等，并提供咨询电话、服务时间、服务地点和邮箱。,正文未展开该规定的具体条款，主要是规章目录与联系信息，未见新闻或宣传内容。,False,页面虽未给出单项规章全文，但作为图书馆借阅与服务规章目录，提供了稳定可复用的规则入口和咨询方式，符合学生可用资源导航的准入标准。
PUBEXP000060,借阅&服务-清华大学图书馆,https://lib.tsinghua.edu.cn/gk/gzzd/jy_fw.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:03+08:00,approve,图书馆服务,resource_directory,清华师生与校外读者,stable,清华大学图书馆有哪些借阅规则、服务规定和咨询联系方式？,正文列出可直接使用的借阅与服务条目，包括“图书借还”“馆际互借”“办证服务”“阅读推荐”，以及规章制度类条目如“图书流通规则”“馆藏书刊遗失、损坏赔偿办法”“临时借书证和阅览证管理办法”“违规使用借书证处理办法”“研讨间使用管理办法”“校外读者接待管理办法”等；同时给出咨询电话、邮箱、当面咨询地点和服务时间（周一至周日8:00-22:00，北馆一层总服务台）。,无明显负面证据；页面以稳定的规章制度与服务入口为主，不是新闻宣传页。,False,本页正文提供了图书馆借阅、证件、赔偿、研讨间、校外读者接待等可复用的规章制度与咨询入口，能直接回答学生常见办事问题，符合准入。
PUBEXP000062,清华大学图书馆入馆管理办法-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1114/2613.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:06+08:00,approve,图书馆服务,resource_directory,清华大学图书馆读者,stable,我在哪里查看图书馆入馆、携带食品饮料、临时借书证等相关管理办法和咨询方式？,正文列出了“入馆须知”下的多项可复用入口，包括“清华大学图书馆参观接待管理办法”“清华大学图书馆进馆拍摄、采访管理办法”“清华大学图书馆入馆管理办法”“清华大学图书馆关于读者携带食品饮料入馆的管理办法”，并提供“咨询电话：62782137”“服务时间：周一至周日8:00-22:00”“当面咨询：北馆一层总服务台”“联系电话：010-62788937”等固定咨询信息。,正文没有展开“入馆管理办法”的具体规则条文，主要是栏目目录和相关链接，非具体制度全文。,False,该页虽非规则全文，但提供了稳定、可复用的图书馆入馆相关制度导航和咨询入口，能直接帮助学生定位办事资源，符合资源目录类准入。
PUBEXP000064,老馆-清华大学图书馆,https://lib.tsinghua.edu.cn/gk/gsfm/lg.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:12+08:00,approve,图书馆服务,resource_directory,清华学生,stable,清华图书馆有哪些借阅、资源检索、空间预约和咨询服务入口？,正文提供了清晰可用的图书馆服务导航，包括“借阅”（图书借还、馆际互借、办证服务、阅读推荐）、“资源”（按类型查、按学科查、特色资源、最新资源、精选资源、网上展厅）、“空间”（空间布局、座位预约、自助服务、便利设施、音乐馆、研读研讨、图书馆报告厅）、“学习支持”（教材教参、课程教学、培训讲座、微课堂、迎新专栏、支持案例）、“科研支持”（学科服务、科技查新、检索证明、信息计量、知识产权、开放科学、投稿导引、iLibrary），并给出了智能问答、电话、邮箱、当面咨询时间和地点。,页面主体以老馆图片展示为主，图文内容本身不是办事说明；但同时包含稳定且可复用的图书馆服务入口与联系方式。,False,虽然标题和主视觉偏向老馆风貌展示，但正文明确列出了清华图书馆的借阅、资源、空间、学习支持、科研支持等稳定服务入口，以及咨询电话、邮箱、服务时间和地点，属于可直接复用的校园资源导航，适合收录。
PUBEXP000065,专业图书馆-清华大学图书馆,https://lib.tsinghua.edu.cn/gk/gsfm/zytsg.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:13+08:00,approve,图书馆服务,resource_directory,清华学生及师生,stable,清华大学有哪些专业图书馆？咨询时间、电话和地点是什么？,正文列出专业图书馆资源入口与名称，包括“人文社科图书馆、美术图书馆、金融馆、法律图书馆、经管图书馆、建筑图书馆”；并提供可直接使用的咨询方式：智能问答、咨询电话62782137、邮件ref-desk@tsinghua.edu.cn、当面咨询时间周一至周日8:00-22:00、地点北馆一层总服务台、联系电话010-62788937。,无明显新闻、宣传或过期通知内容，正文以稳定的图书馆资源导航和服务联系方式为主。,False,本页正文直接提供清华大学专业图书馆的稳定资源目录，以及可复用的咨询时间、电话、邮箱和地点，属于对学生有实际用途的图书馆服务信息页面，符合准入。
PUBEXP000066,勤工助学-清华大学图书馆,https://lib.tsinghua.edu.cn/gk/qgzxfd.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:14+08:00,approve,学生事务,resource_directory,清华大学学生及图书馆勤工助学申请者,stable,我如何申请清华大学图书馆的勤工助学岗位？,正文提供了明确可复用入口与联系信息，包括“分队介绍”“岗位申请”“规章制度”“分队活动”“大事年表”“历任队委”等稳定栏目；同时给出咨询电话62782137、邮箱ref-desk@tsinghua.edu.cn、当面咨询时间周一至周日8:00-22:00及地点北馆一层总服务台。,无明显新闻宣传或过期通知；页面以勤工助学服务导航和申请入口为主。,False,页面正文直接提供图书馆勤工助学的岗位申请、规章制度和咨询渠道，属于可复用的学生办事与资源入口，能够稳定回答学生如何了解和申请相关岗位的问题。
PUBEXP000067,联系我们-清华大学图书馆,https://lib.tsinghua.edu.cn/gk/lxwm.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:15+08:00,approve,图书馆服务,resource_directory,清华学生与图书馆读者,stable,清华大学图书馆借还书、办证补证、查新、失物招领等服务分别联系哪个电话或邮箱？,正文提供了图书馆各类服务的稳定联系方式与办理地点，包括总馆联系方式、各专业图书馆电话/邮箱，以及读者意见、参考咨询、借还书与座位管理、办证补证、馆际互借、学位论文格式审核、失物招领、科技查新等具体服务的电话、邮箱和地点。,无新闻宣传、成果报道或时效性通知，主要是固定联系方式目录。,False,这是面向学生和读者可直接使用的图书馆联系方式与服务入口目录，能稳定回答具体办事问题，属于高复用校园服务资源，应予收录。
PUBEXP000068,关于保护电子资源知识产权的公告-清华大学图书馆,http://lib.tsinghua.edu.cn/info/1184/3500.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:17+08:00,approve,图书馆服务,service_entry,清华师生,stable,清华大学图书馆参考咨询台的咨询电话、邮箱、服务时间和地点是什么？,正文给出了可直接使用的咨询入口：智能问答、咨询电话62782137、邮箱ref-desk@tsinghua.edu.cn；并注明当面咨询服务时间为周一至周日8:00-22:00，地点为北馆一层总服务台，联系电话010-62788937。,"正文未实际展开标题所示“电子资源知识产权保护”的公告内容，只出现“读取内容中,请等待...”以及通用导航和联系信息，标题与正文内容不一致。",False,正文虽未包含公告实质内容，但提供了图书馆参考咨询的稳定可用入口、联系方式、时间和地点，能直接帮助学生获取图书馆服务信息，符合可复用校园服务条目。
PUBEXP000069,站点地图-清华大学图书馆,https://lib.tsinghua.edu.cn/zddt.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:22+08:00,approve,图书馆服务,resource_directory,清华大学学生,stable,清华大学图书馆有哪些借阅、资源检索、座位预约和咨询入口？,正文提供了清晰的图书馆服务导航：借阅（图书借还、馆际互借、办证服务、阅读推荐）、资源（按类型查、按学科查、特色资源、最新资源、精选资源、网上展厅）、空间（空间布局、座位预约、自助服务、便利设施、音乐馆、研读研讨、报告厅）、学习支持、科研支持，以及咨询电话62782137、邮件ref-desk@tsinghua.edu.cn、当面咨询时间周一至周日8:00-22:00和地点北馆一层总服务台。,页面是站点地图/聚合导航页，不是单一办事流程页；但其入口稳定、可复用，且正文直接列出可用服务与联系方式。,False,该页虽为站点地图，但正文直接给出清华图书馆面向学生可长期使用的服务入口、资源导航和咨询方式，属于高可复用的校园资源目录，符合准入。
PUBEXP000070,2025~2026学年度春季学期-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1262/4362.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:23+08:00,approve,图书馆服务,service_entry,清华学生,time_sensitive,清华图书馆的咨询服务怎么联系？服务时间、地点和联系方式是什么？,正文给出明确可用的图书馆咨询入口：智能问答；咨询电话62782137；服务时间周一至周日8:00-22:00；邮件ref-desk@tsinghua.edu.cn；当面咨询地点为北馆一层总服务台，电话010-62788937；并可联络学科馆员获取深度咨询服务。,"页面标题带有“2025~2026学年度春季学期”，具有一定时效性；正文主体以栏目导航和“读取内容中,请等待...”为主，实际培训讲座内容未展开，信息密度不高。",False,虽然页面标题是学期页，但正文包含稳定、可直接使用的图书馆咨询服务入口、时间、地点和联系方式，符合学生可复用知识条目准入标准。
PUBEXP000071,通知公告-清华大学图书馆,https://lib.tsinghua.edu.cn/tzgg.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:31+08:00,approve,图书馆服务,resource_directory,清华学生和图书馆读者,stable,清华图书馆有哪些借阅、空间预约、科研支持和咨询入口？,正文提供了稳定可复用的服务导航与联系方式：借阅（图书借还、馆际互借、办证服务、阅读推荐）、资源（按类型查、按学科查、特色资源、最新资源、精选资源、网上展厅）、空间（空间布局、座位预约、自助服务、便利设施、音乐馆、研读研讨、图书馆报告厅）、学习支持（教材教参、课程教学、培训讲座、微课堂、迎新专栏、支持案例）、科研支持（学科服务、科技查新、检索证明、信息计量、知识产权、开放科学、投稿导引、iLibrary），并给出咨询电话、邮箱、当面咨询时间和地点。,页面同时混有通知公告列表，包含开馆通知、施工维修、服务通知、清图快讯等具体新闻/通知条目，部分内容为时效性公告，但不影响其作为稳定服务入口目录的可用性。,False,该页虽为通知公告栏目首页，但正文核心是图书馆服务与资源的稳定目录，并附咨询方式，能直接回答学生如何获取图书馆借阅、预约、学习与科研支持入口，因此可作为可复用知识条目收录。
PUBEXP000075,资源动态-清华大学图书馆,https://lib.tsinghua.edu.cn/zydt.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:34+08:00,approve,图书馆服务,mixed,清华学生,current,清华图书馆有哪些正在试用的数据库资源，怎么联系咨询？,正文列出图书馆资源入口与服务入口，如“借阅/资源/空间/学习支持/科研支持”，并给出可直接使用的具体栏目链接；同时在“资源动态”下列出多条当前试用资源及起止时间，如“East View斯大林数字化档案数据库开通试用（2026年7月14日-2026年9月8日）”“古地图库数据库开通试用（2026年5月28日-2026年12月31日）”，并提供咨询电话、邮箱和当面咨询地点与时间。,页面属于图书馆栏目首页/聚合页，内容以资源导航和试用公告混合呈现，部分条目为当前动态而非长期不变内容。,False,页面正文直接提供图书馆资源导航、试用数据库清单及咨询联系方式，能稳定回答学生“有哪些资源可用、如何咨询”的实际问题，具备明确可复用价值，因此准入。
PUBEXP000081,活动报名 | 数字素养工作坊第7期：Web of Science AI工具专场-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1068/8101.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:39+08:00,approve,图书馆服务,service_entry,清华师生及图书馆用户,stable,清华图书馆的咨询电话、邮箱、当面咨询时间和地点是什么？,正文明确提供可直接使用的服务入口：智能问答咨询电话62782137，服务时间周一至周日8:00-22:00；邮箱ref-desk@tsinghua.edu.cn，答案通过E-mail发送；当面咨询服务时间周一至周日8:00-22:00，服务地点北馆一层总服务台，联系电话010-62788937；并注明可联络学科馆员提供针对学科的深度咨询服务。,页面标题指向“活动报名/数字素养工作坊第7期”，但正文未提供该活动的具体报名信息、时间、地点或内容，主体是图书馆咨询与导航信息，活动本身信息缺失。,False,尽管标题偏活动，但正文包含清华图书馆稳定、可复用的咨询服务入口、联系方式、服务时间和地点，能直接回答学生办事问题，符合图书馆服务类知识条目准入。
PUBEXP000083,从游悦读-清华大学图书馆,https://lib.tsinghua.edu.cn/tjhd/cyyd.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:41+08:00,approve,图书馆服务,resource_directory,清华学生,stable,清华图书馆“从游悦读”栏目下有哪些活动入口或阅读相关资源可以查看？,页面提供了稳定的栏目导航与入口，包括“真人图书馆”“作者面对面”“读书经验分享会”“音乐讲座”“清华读书讲座”“闻道”等；同时还保留了图书馆的借阅、资源、空间、学习支持、科研支持等总导航，属于可直接使用的资源目录。,正文主体是活动条目列表，例如“水木开卷·从游悦读——悦读导师彭凯平的悦读推荐/故事/建议”等，偏活动宣传与归档，没有明确的办事流程、资格条件、材料要求或规则说明。,False,本页虽以活动归档为主，但正文明确提供了可复用的阅读活动与图书馆资源入口，符合稳定资源导航的准入标准。
PUBEXP000085,开矿-清华大学图书馆,https://lib.tsinghua.edu.cn/zy/jxzy/ka_kuan.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:43+08:00,approve,图书馆服务,resource_directory,清华学生与读者,stable,我想查看清华图书馆推荐的数据库和馆藏资源介绍，去哪里看“开矿”系列？,正文明确说明“开矿”是图书馆员撰写的一系列文章，用于“介绍电子资源和馆藏印刷本资源”，并给出了按日期排列的文章目录、分页入口，以及咨询电话、邮箱、当面咨询时间和地点等可复用信息。,页面主体是资源推广系列的文章列表，属于资源导航/宣传性内容，不是单一办事流程页面；但正文仍提供了稳定可用的资源入口与咨询方式。,False,本页不是新闻报道，而是清华图书馆面向读者的资源推广系列目录，能稳定帮助学生发现图书馆电子资源与馆藏资源，并提供咨询入口，符合可复用知识条目标准。
PUBEXP000086,清图数字-清华大学图书馆,https://lib.tsinghua.edu.cn/qtsz.htm,lib.tsinghua.edu.cn,2026-08-12T19:54:49+08:00,approve,图书馆服务,service_entry,清华学生,stable,我想咨询图书馆资源或找学科馆员，联系方式、服务时间和地点是什么？,正文提供了可直接使用的图书馆咨询入口：咨询电话62782137；当面咨询服务时间为周一至周日8:00-22:00；服务地点为北馆一层总服务台；联系电话010-62788937；并注明可联系学科馆员进行针对学科的深度咨询，邮件发送答案。,页面主体以“数字更新时间”和多项馆藏/访问量指标标题为主，具体数字未在正文中展开，统计信息本身复用价值有限。,False,尽管页面以馆藏统计为主，但正文明确给出了图书馆咨询电话、服务时间、服务地点和学科馆员咨询方式，属于学生可直接复用的图书馆服务入口，符合准入标准。
PUBEXP000089,科室职能,https://peace.tsinghua.edu.cn/bmgk/kszn.htm,peace.tsinghua.edu.cn,2026-08-12T19:54:52+08:00,approve,校园基本信息,organization_intro,师生员工,stable,保卫处/平安清华相关科室主要负责哪些校园安全和办事服务？,正文明确列出多项可用服务与职责，包括：为师生员工办理政审及相关申请手续；“平安清华”网络平台维护；校园机动车通行证管理和停车场统筹管理；学校集体户口管理与服务、协助办理集体户口和身份证相关事务；校园安全与法治宣传教育培训；消防报备审核；校园治安管理与交通秩序管理等。,无新闻报道、宣传回顾或时效性通知，页面为部门职能说明，未提供具体流程、材料或联系方式。,False,页面正文是稳定的部门职能介绍，直接列出师生可办理或咨询的校园安全、户口、身份证、车辆通行证等服务范围，具有明确可复用的校园办事价值，适合入库。
PUBEXP000092,校园消防,https://peace.tsinghua.edu.cn/bszn/xyxf.htm,peace.tsinghua.edu.cn,2026-08-12T19:55:07+08:00,approve,校园生活,resource_directory,全体师生及校园管理人员,stable,清华大学校园消防相关的办事入口和制度文件在哪里？,正文提供了校园消防相关的稳定资源入口和条目目录，包括“动火许可证办理流程”“清华大学消防安全隐患排查治理实施办法”“清华大学消防安全管理办法”“物业单位驻清华大学基本情况说明”“消防控制室应急处置流程”等，可用于继续查找具体办事或制度内容。,正文主要是目录/导航页，没有展开具体办理材料、步骤和联系方式；但这不影响其作为稳定资源入口的可复用价值。,False,本页不是新闻宣传，而是校园消防相关的办事指南目录，提供了明确且可复用的制度与流程入口，适合学生和校园相关人员后续查找消防办事信息，因此可准入。
PUBEXP000093,户政事务,https://peace.tsinghua.edu.cn/bszn/hzsw.htm,peace.tsinghua.edu.cn,2026-08-12T19:55:10+08:00,approve,学生事务,resource_directory,在校学生、博士后及教职工,stable,在校学生或博士后如何办理身份证、户口卡补办、户籍证明或借用户口？,正文列出多项可直接使用的户政办事条目和流程入口，包括“清华大学博士后出站落户海淀区公共集体户流程”“留学回国人员落户海淀公共集体户流程”“中关村派出所开具无犯罪记录证明手续规范”“在学籍学生、在站博士后及在职教工借用户口管理办法”“在校学生/博士后户口卡丢失补办期间需开具《户籍证明》办法”“在校学生/博士后办理身份证办法”“已毕业学生开具《户籍证明》办法”等。,页面以办事条目目录形式呈现，未见新闻宣传、成果报道或活动回顾；正文无明显一次性时效公告，主要为可复用的户政服务导航。,False,正文是稳定的户政事务办事目录，能直接帮助学生和相关人员查找落户、身份证、户籍证明、借用户口等具体办理入口，属于可复用校园办事资源，符合准入。
PUBEXP000094,警示案例,https://peace.tsinghua.edu.cn/aqjs/jsal.htm,peace.tsinghua.edu.cn,2026-08-12T19:55:16+08:00,approve,校园生活,resource_directory,全体学生,current,在哪里可以查看校园安全警示案例和相关安全知识素材？,页面正文包含“安全知识”“警示案例”“视频素材”等栏目，并以日期列出多条安全案例标题，能够作为学生查看安全警示教育材料的稳定入口。,页面主体是按日期排列的事故/起火/交通安全等案例标题列表，偏汇编式展示，未提供办理流程、政策条款或联系方式。,False,本页虽为案例列表，但明确提供了可复用的校园安全教育资源入口，能直接帮助学生查阅警示案例与相关素材，符合资源导航型知识条目准入。
PUBEXP000095,视频素材,https://peace.tsinghua.edu.cn/aqjs/spsc.htm,peace.tsinghua.edu.cn,2026-08-12T19:55:18+08:00,approve,校园生活,resource_directory,学生及校园访客,current,学校有哪些安全警示和宣传视频素材可以查看？,页面正文明确是“视频素材”目录，包含“安全知识”“警示案例”“视频素材”等栏目，并列出可直接查看的具体条目，如“2026版防范电信网络诈骗宣传手册”“《心防》2026年全民反诈在行动集中宣传月主题视频”“2026年全国‘安全生产月’主题宣传片”“2026年全民国家安全教育日主题宣传视频”等，属于可复用的校园安全资源导航。,页面以宣传视频和警示案例目录为主，没有办事流程、申请条件、材料、联系方式等实操信息，也不是通知办理类页面。,False,正文提供的是稳定可用的校园安全视频资源目录，学生可直接据此查找安全教育、反诈和国家安全相关素材，符合资源导航型条目准入。
PUBEXP000096,法律法规,https://peace.tsinghua.edu.cn/zcfg/flfg.htm,peace.tsinghua.edu.cn,2026-08-12T19:55:19+08:00,approve,校园生活,resource_directory,全体师生,stable,我想查看清华校园安全相关的法律法规目录，有哪些现行法规？,正文提供了“政策法规 / 法律法规”下的稳定目录式条目，列出多部可检索的法规名称与发布时间，如《中华人民共和国突发事件应对法》《中华人民共和国网络安全法》《中华人民共和国治安管理处罚法》《中华人民共和国消防法》《中华人民共和国个人信息保护法》等，属于可复用的法规资源导航。,页面主要是法规目录，没有具体办事流程、申请条件或操作指引；但这不影响其作为稳定资源导航的可用性。,False,该页不是新闻宣传，而是面向校园安全与管理的法律法规目录，正文可直接帮助学生查找相关制度依据和法规名称，属于稳定可复用的资源导航，符合准入规则。
PUBEXP000097,政策文件,https://peace.tsinghua.edu.cn/zcfg/zcwj.htm,peace.tsinghua.edu.cn,2026-08-12T19:55:20+08:00,approve,校园基本信息,resource_directory,学生、来访人员及校园办事相关人员,stable,在哪里查看清华校园安全、出入校园和相关管理政策文件？,正文明确给出“政策文件”目录，并列出可用的业务专栏入口，如“校园参观预约”“校园车证办理”“来访车辆预约”“校内预约停车”“临时出入校园 人员报备”“安全保障与应急指挥”；同时正文列出多项可查询的规章政策条目，如《北京市消防条例》《北京市非机动车管理条例》《危险化学品安全管理条例》等，属于可复用的政策/资源导航。,正文以政策文件目录和法规清单为主，没有新闻报道、成果宣传或事件回顾内容；也没有具体办事步骤、材料清单或期限说明。,False,该页不是新闻宣传，而是面向校园安全与出入管理的稳定政策目录，能为学生和相关人员提供明确的政策与业务入口导航，符合可复用知识条目准入标准。
PUBEXP000098,规章制度,https://peace.tsinghua.edu.cn/zcfg/gzzd.htm,peace.tsinghua.edu.cn,2026-08-12T19:55:20+08:00,approve,校园生活,resource_directory,全体学生,stable,我想查清华校园安全、学生宿舍消防和车证管理等规章制度，应该看哪些文件？,正文直接列出多项可复用的规章制度与政策文件入口，包括《清华大学学生公寓消防安全管理办法》《清华大学校园治安秩序管理规定》《清华大学学生管理规定》《清华大学消防安全管理规定》《清华大学校园机动车车证管理办法》《清华大学校园交通安全管理办法》等，属于稳定的制度/目录型资源。,无明显新闻宣传、活动报道或成果展示；页面以规章制度目录和条目列表为主。,False,该页不是新闻而是稳定的规章制度目录，正文明确提供学生可直接查阅的安全、管理、车证等规则入口，具有长期复用价值，适合准入。
PUBEXP000099,信息系统运行,https://www.itc.tsinghua.edu.cn/ggfwsd/xxxtyx.htm,www.itc.tsinghua.edu.cn,2026-08-12T19:55:37+08:00,approve,网络与信息化,organization_intro,全校师生及校内各单位工作人员,stable,学校信息系统运行团队主要负责哪些服务？,正文明确说明其服务内容包括：对校级信息系统使用培训和指导、业务数据核查处理与统计、迎新/选课/注册等重大活动技术支持；对校级信息系统应用程序及业务数据进行运行管理；负责数据中心服务器、网络、存储等设备及基础软件环境维护、云盘和开源软件镜像站维护、数据备份管理；并负责信息系统安全扫描、渗透测试和安全事件处理。,没有提供具体办理流程、联系方式、地点或申请入口，主要是职责与服务范围介绍。,False,正文提供了稳定、可复用的校园信息化服务职责说明，能直接帮助学生和校内人员了解信息系统运行团队可提供的支持与覆盖范围，属于可保留的校园资源介绍。
PUBEXP000104,开馆通知-清华大学图书馆,https://lib.tsinghua.edu.cn/tzgg/kgtz.htm,lib.tsinghua.edu.cn,2026-08-12T19:56:39+08:00,approve,图书馆服务,mixed,清华学生与读者,current,清华图书馆最近的开馆时间和开馆通知在哪里看？,正文列出“开馆通知”栏目下的多条具体通知链接，如“关于公布2026年暑假图书馆开馆时间的通知”“关于美术图书馆暂停开放的通知”，并提供咨询电话、服务时间、服务地点和邮箱等可直接使用的信息。,这是一个通知栏目列表页，主要是分页聚合多个开馆通知，时效性较强，内容会随时间更新。,False,页面正文直接提供图书馆开馆通知入口、近期开放安排及咨询联系方式，能稳定作为学生查询图书馆开放信息的可用入口，符合校园服务资源条目准入。
PUBEXP000111,清华大学图书馆暑假期间馆际互借服务通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/8125.htm,lib.tsinghua.edu.cn,2026-08-12T19:56:46+08:00,approve,图书馆服务,resource_directory,清华学生与图书馆用户,time_sensitive,清华图书馆咨询服务怎么联系？,正文明确给出可直接使用的咨询入口：智能问答咨询电话62782137，服务时间周一至周日8:00-22:00；邮箱ref-desk@tsinghua.edu.cn，答案通过E-mail发送；当面咨询地点为北馆一层总服务台，联系电话010-62788937，服务时间周一至周日8:00-22:00；并提到可联系学科馆员提供深度咨询。,"正文未实际展开“暑假期间馆际互借服务”的具体流程、条件或规则，且夹杂较多导航栏内容与“读取内容中,请等待...”占位信息，标题与正文主题存在不完全对应。",False,正文虽未提供馆际互借细则，但给出了图书馆可直接使用的咨询电话、邮箱、线下地点和服务时间，属于稳定可复用的校园服务入口，适合作为图书馆服务资源条目。
PUBEXP000113,关于法律图书馆、美术图书馆座位管理系统“临时离开”用餐时段延长的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/7312.htm,lib.tsinghua.edu.cn,2026-08-12T19:56:57+08:00,approve,图书馆服务,service_entry,清华学生及图书馆读者,stable,图书馆座位预约系统怎么联系咨询？服务时间、电话和邮箱是什么？,正文可直接获取图书馆座位预约入口（seat.lib.tsinghua.edu.cn/home/web/f_second），以及咨询方式：智能问答电话62782137、邮件ref-desk@tsinghua.edu.cn、当面咨询地点北馆一层总服务台，服务时间周一至周日8:00-22:00。,"页面标题是座位管理系统“临时离开”用餐时段延长通知，但正文主体显示“读取内容中,请等待...”，具体通知内容缺失，不能据此提取该通知的具体规则。",False,虽然标题指向一则通知，但正文中可稳定复用的学生知识是图书馆座位预约入口和咨询联系方式/时间，属于可直接使用的校园服务资源导航，满足准入。
PUBEXP000119,期刊编辑进校园IEEE专场活动在图书馆举办-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1202/8074.htm,lib.tsinghua.edu.cn,2026-08-12T19:57:05+08:00,approve,图书馆服务,resource_directory,清华学生,stable,清华图书馆有哪些借阅、资源检索、空间预约和咨询联系方式？,正文提供了稳定的图书馆服务入口与联系方式，包括“借阅”（图书借还、馆际互借、办证服务、阅读推荐）、“资源”（按类型查、按学科查、特色资源、最新资源、精选资源、网上展厅）、“空间”（空间布局、座位预约、自助服务、便利设施、音乐馆、研读研讨、图书馆报告厅）、“学习支持”（教材教参、课程教学、培训讲座、微课堂、迎新专栏、支持案例）、“科研支持”（学科服务、科技查新、检索证明、信息计量、知识产权、开放科学、投稿导引、iLibrary），以及咨询电话、服务时间、邮箱和当面咨询地点。,页面标题是“期刊编辑进校园IEEE专场活动在图书馆举办”，正文正文区未展示具体活动内容，仅有“读取内容中，请等待...”的占位信息，属于新闻页/模板痕迹，活动信息本身不可复用；但页面同时包含可复用的图书馆服务导航与联系方式。,False,虽然标题指向活动新闻，但正文实际可直接提供清华图书馆的稳定服务入口、咨询方式和开放时间，能够回答学生常见办事与资源查询问题，符合可复用知识条目准入。
