id,parent_list_id,title,url,source_domain,source_file,crawl_time,extraction_method,selector_used,content_quality_class,quality_gate_pass,old_action,action,category,content_type,audience,time_status,candidate_user_question,positive_evidence,negative_evidence,possible_duplicate,reason,model,reviewed_at,prompt_version
PUBEXP000073,,图书馆举办庆祝中国共产党成立105周年暨清华党组织建立100周年主题党日活动-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1202/8133.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000073_图书馆举办庆祝中国共产党成立105周年暨清华党组织建立100周年主题党日活动-清华大学图书馆.md,2026-08-12T22:02:41+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,reject,reject,非目标范围,news_event,图书馆教职工党员,outdated,,正文仅记录图书馆举办主题党日活动、参观展览、座谈交流等活动过程，没有面向学生的办事流程、服务入口、申请条件、资源导航或可复用规则。,内容属于庆祝中国共产党成立105周年暨清华党组织建立100周年的活动新闻，主要是活动回顾、讲话与表彰，且明确为6月29日举办的线下活动，时效性强、可复用价值低。,False,这是图书馆党建主题活动的新闻报道，不提供学生可直接使用的服务、政策或资源入口，按准入规则应拒绝。,gpt-5.4-mini,2026-08-12T22:11:07+08:00,v2_frozen
PUBEXP000076,,East View斯大林数字化档案数据库开通试用（2026年7月14日-2026年9月8日）-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1077/8143.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000076_East View斯大林数字化档案数据库开通试用（2026年7月14日-2026年9月8日）-清华大学图书馆.md,2026-08-12T22:02:42+08:00,site_selector,#vsb_content_2,detail_content,True,review,approve,科研参与与资源导航,current_notice,需要查阅相关历史档案资源的师生,time_sensitive,这个数据库怎么访问，试用到什么时候？,正文明确给出数据库访问入口“https://www.stalindigitalarchive.com/frontend/”，访问方式为“通过校园网IP控制访问权限”，并注明“试用期限：2026年7月14日-2026年9月8日”；同时说明了数据库收录内容与学术用途，便于学生判断是否使用。,内容属于数据库试用通知，带有明确试用期限，时效性较强，但并非纯新闻宣传。,False,本页直接提供了可执行的资源入口、访问条件和试用时间，能够回答学生如何使用该数据库的实际问题，属于可复用的校园科研资源导航/服务通知，予以保留。,gpt-5.4-mini,2026-08-12T22:11:08+08:00,v2_frozen
PUBEXP000077,,艺术品销售目录在线开通试用(2026年6月12日-2026年7月31日)-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1077/8099.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000077_艺术品销售目录在线开通试用(2026年6月12日-2026年7月31日)-清华大学图书馆.md,2026-08-12T22:02:43+08:00,site_selector,#vsb_content_2,detail_content,True,reject,reject,图书馆服务,current_notice,全体师生,outdated,,正文给出了资源名称《艺术品销售目录在线》，说明其提供1600-1900年艺术品销售目录访问途径，并提供了访问入口（degruyterbrill数据库链接）、访问方式（在IP范围内登录/注册个人账号）和试用期限（2026年6月12日-2026年7月31日）。,这是试用资源通知而非稳定服务说明；且试用期限已明确结束，结合抓取时间（2026-08-12）已过期，不再可执行，复用价值低。,False,页面内容主要是图书馆电子资源试用公告，且试用已过期，不属于可长期复用的学生办事或稳定资源条目，因此拒收。,gpt-5.4-mini,2026-08-12T22:11:12+08:00,v2_frozen
PUBEXP000078,,BOA非洲研究三个子库开通试用(2026年6月12日-2026年8月9日)-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1077/8098.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000078_BOA非洲研究三个子库开通试用(2026年6月12日-2026年8月9日)-清华大学图书馆.md,2026-08-12T22:02:43+08:00,site_selector,#vsb_content_2,detail_content,True,review,reject,图书馆服务,current_notice,清华大学师生,outdated,,正文列出3个试用资源名称、各自访问入口，并说明“通过校园网IP控制访问权限”。,这是试用通知而非稳定资源目录，明确写有试用期限“2026年6月12日-2026年8月9日”，而页面抓取时间为2026-08-12，已过期且不再可执行。,False,页面仅为图书馆数据库试用公告，且试用期已结束，不适合作为可复用的学生知识条目。,gpt-5.4-mini,2026-08-12T22:11:14+08:00,v2_frozen
PUBEXP000079,,古地图库数据库开通试用(2026年5月28日-2026年12月31日)-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1077/8072.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000079_古地图库数据库开通试用(2026年5月28日-2026年12月31日)-清华大学图书馆.md,2026-08-12T22:02:44+08:00,site_selector,#vsb_content_2,thin_content,True,reject,approve,图书馆服务,current_notice,清华师生,time_sensitive,我现在能否通过校园网访问古地图数据库试用资源？试用到什么时候？,正文给出明确可用信息：数据库名称“古地图数据库”；“访问入口：https://map.reasonlib.com”；“访问方式：通过校园网IP控制访问权限”；“试用期限：2026年5月28日-2026年12月31日”。,这是试用通知，具有明确期限，属于时效性资源开通信息，但正文同时提供了稳定可执行的访问入口与方式，且不是纯宣传或新闻。,False,页面直接提供图书馆试用数据库的访问入口、访问方式和试用期限，能够回答学生如何使用该资源的实际问题，符合可复用的服务入口类知识条目。,gpt-5.4-mini,2026-08-12T22:11:16+08:00,v2_frozen
PUBEXP000081,,活动报名 | 数字素养工作坊第7期：Web of Science AI工具专场-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1068/8101.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000081_活动报名 _ 数字素养工作坊第7期：Web of Science AI工具专场-清华大学图书馆.md,2026-08-12T22:02:44+08:00,site_selector,#vsb_content,detail_content,True,approve,reject,科研参与与资源导航,current_notice,对科研工具感兴趣的研究生和师生,outdated,如何报名参加数字素养工作坊第7期的Web of Science AI工具专场？,正文提供了明确的活动主题、时间（2026年6月15日15:30-17:00）、地点（图书馆西馆401培训教室）、报名方式（问卷链接/二维码）以及具体内容：介绍 Web of Science Research Assistant 和 Research Intelligence 的使用场景，可用于文献探索、核心文献定位、研究趋势与机构学科态势分析。,这是一次有明确日期的活动报名通知，属于单次工作坊安排；按抓取时间2026-08-12看，活动时间已过去，属于明显过期且不再可执行的通知，不适合作为长期可复用知识条目。,False,页面虽提供了可操作的报名信息和科研工具使用场景，但其核心是已过期的活动通知，当前无法继续执行报名或参与，因此按准入规则应拒绝。,gpt-5.4-mini,2026-08-12T22:11:20+08:00,v2_frozen
PUBEXP000087,,清华大学图书馆维护知识产权声明-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1115/2624.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000087_清华大学图书馆维护知识产权声明-清华大学图书馆.md,2026-08-12T22:02:46+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,review,approve,图书馆服务,policy,校内师生读者,stable,我在图书馆使用馆藏图书、期刊、学位论文和电子资源时有哪些知识产权和复制限制？,正文明确说明了图书馆对馆藏文献复制的限制：单册文献复制量不应超过三分之一；不支持对录音带、录像带、计算机磁盘和光盘的复制；学校购买的校园网电子资源不得通过自设代理服务器提供校外访问、不得批量下载、不得牟利，并说明了侵权追责与撤销内容的处理原则。,页面主要是知识产权维护声明而非办事流程，且修订时间为2010年04月20日，时效性信息较旧；但正文仍提供可直接复用的使用规则。,False,正文包含清晰、可复用的图书馆资源使用与复制限制规则，能直接回答学生在使用馆藏和电子资源时的合规问题，符合可作为校园知识条目的准入标准。,gpt-5.4-mini,2026-08-12T22:11:23+08:00,v2_frozen
PUBEXP000088,,部门职能,https://peace.tsinghua.edu.cn/bmgk/bmzn.htm,peace.tsinghua.edu.cn,extracted/base/PUBEXP000088_部门职能.md,2026-08-12T22:02:46+08:00,trafilatura,,detail_content,True,reject,reject,非目标范围,organization_intro,全校师生,stable,,正文明确说明党委保卫部、保卫处负责校园安全稳定、校园秩序管理、消防安全、治安管理、交通管理、校园安防和消防体系建设等职能，并提到协助办理集体户口和身份证相关事务。,仅为部门职能介绍，没有具体办理流程、申请条件、材料清单、时间地点、联系方式或可直接执行的学生办事入口；也不是服务导航或FAQ。,False,页面内容是保卫部（处）职能概述，偏组织介绍而非可复用的学生办事知识。虽涉及少量学生相关事务，但正文未提供任何可直接使用的办理信息，因此不适合作为校园办事知识条目。,gpt-5.4-mini,2026-08-12T22:11:23+08:00,v2_frozen
PUBEXP000089,,科室职能,https://peace.tsinghua.edu.cn/bmgk/kszn.htm,peace.tsinghua.edu.cn,extracted/base/PUBEXP000089_科室职能.md,2026-08-12T22:02:46+08:00,trafilatura,,detail_content,True,approve,approve,校园生活,organization_intro,师生员工,stable,学生办理政审、集体户口、身份证、校园机动车通行证等业务找哪个部门？,正文明确列出部门职能，包括为师生员工办理政审及相关申请手续、学校师生员工集体户口和身份证相关事务、校园机动车通行证管理、消防报备、校园治安与交通管理等具体服务事项。,无明显新闻、宣传或过期通知内容；页面以部门职能说明为主，未给出具体办理流程和材料。,False,正文提供了可复用的校园安保与证照/通行证相关服务入口信息，能直接帮助学生判断应找哪个部门办理事项，属于稳定可用的校园办事资源介绍。,gpt-5.4-mini,2026-08-12T22:11:32+08:00,v2_frozen
PUBEXP000099,,信息系统运行,https://www.itc.tsinghua.edu.cn/ggfwsd/xxxtyx.htm,www.itc.tsinghua.edu.cn,extracted/base/PUBEXP000099_信息系统运行.md,2026-08-12T22:02:48+08:00,site_selector,#vsb_content,detail_content,True,approve,approve,网络与信息化,organization_intro,全校师生及各单位信息系统使用者,stable,清华大学信息系统运行部门负责哪些服务？学校提供哪些信息系统技术支持和基础平台？,正文明确列出可复用的服务内容：信息系统技术支持（使用培训和指导、业务数据核查处理统计、迎新/选课/注册等重大活动技术支持）、信息系统应用管理（应用登记、运行规划、监控排障、优化）、数据中心管理（服务器/网络/存储/云平台/云盘/镜像站/备份维护）、信息系统安全（安全扫描、渗透测试、漏洞和安全事件处理）。,无明显新闻报道、成果宣传或一次性通知内容；页面为稳定的服务介绍与职责说明。,False,正文提供了清晰、可复用的校园信息化服务与资源说明，包含具体职责、服务范围和稳定基础平台，能直接帮助师生了解可用技术支持入口，符合准入。,gpt-5.4-mini,2026-08-12T22:11:33+08:00,v2_frozen
PUBEXP000100,,规划设计测评,https://www.itc.tsinghua.edu.cn/ggfwsd/ghsjcp.htm,www.itc.tsinghua.edu.cn,extracted/base/PUBEXP000100_规划设计测评.md,2026-08-12T22:02:49+08:00,site_selector,#vsb_content,detail_content,True,reject,reject,网络与信息化,organization_intro,校内信息化建设相关人员,stable,,正文说明了设计和评测服务的主要内容，包括学校信息化规划设计、技术方案预研、技术标准编制、校内待上线信息系统准入评测、运行状态分析、使用效果评估，以及重要信息化建设项目的组织管理与协调，属于稳定的职能介绍。,全文以部门职责、团队人员、主要业绩和项目成果为主，没有面向学生的明确办事流程、申请入口、材料要求、联系方式、地点时间或FAQ；也没有可直接复用的学生服务操作信息，更多是机构介绍和成果宣传。,False,本页是清华信息化技术中心设计与评测团队的职能与业绩介绍，信息偏机构宣传和内部工作说明，不提供学生可直接使用的办事流程或服务入口，准入价值不足。,gpt-5.4-mini,2026-08-12T22:11:37+08:00,v2_frozen
PUBEXP000101,,信息系统开发,https://www.itc.tsinghua.edu.cn/ggfwsd/xxxtkf.htm,www.itc.tsinghua.edu.cn,extracted/base/PUBEXP000101_信息系统开发.md,2026-08-12T22:02:49+08:00,site_selector,#vsb_content,detail_content,True,reject,reject,网络与信息化,mixed,全校师生,stable,,正文介绍了信息系统开发服务及已建设的系统能力，如信息门户、教务系统、学生系统、统一登录、双因子认证、网络学堂、学生资助奖励系统等，说明该团队负责学校信息化系统建设与维护。,正文以服务介绍、人员分工和“主要业绩/近期项目成果”为主，属于组织介绍与建设成效宣传，没有提供学生可直接使用的办理流程、入口链接、材料要求、联系方式或FAQ，也没有明确可执行的办事步骤。,False,页面核心是信息系统开发团队的介绍和建设成果展示，虽然提到多项校内系统，但未给出学生可直接复用的办事流程或稳定操作入口，复用价值不足，按知识条目应拒绝。,gpt-5.4-mini,2026-08-12T22:11:41+08:00,v2_frozen
PUBEXP000102,,教学资源开发,https://www.itc.tsinghua.edu.cn/ggfwsd/jxzykf.htm,www.itc.tsinghua.edu.cn,extracted/base/PUBEXP000102_教学资源开发.md,2026-08-12T22:02:49+08:00,site_selector,#vsb_content,detail_content,True,reject,reject,校园基本信息,organization_intro,校内教师和教学管理人员,stable,学校教学资源开发团队能提供哪些服务？,正文明确介绍了教学资源开发团队的服务内容：数字化教学资源及平台建设、音视频档案管理、VR虚拟教学资源制作与管理，以及教育信息化相关研究；并列出服务人员岗位和部分业务范围。,正文以机构服务介绍、能力说明和主要业绩为主，包含大量统计与成果宣传，没有面向学生的可执行办事流程、申请入口、资格条件、材料、联系方式或可直接使用的服务导航。,False,本页属于机构服务/简介页，主要展示教学资源开发团队的职能与业绩，缺少学生可直接复用的办理入口或稳定操作指引，不适合作为面向学生的知识条目。,gpt-5.4-mini,2026-08-12T22:11:43+08:00,v2_frozen
PUBEXP000103,,重要活动保障,https://www.itc.tsinghua.edu.cn/ggfwsd/zyhdbz.htm,www.itc.tsinghua.edu.cn,extracted/base/PUBEXP000103_重要活动保障.md,2026-08-12T22:02:50+08:00,site_selector,#vsb_content,detail_content,True,reject,reject,网络与信息化,organization_intro,学校活动组织者、校内师生,stable,,正文说明信息化技术中心可为学校重大活动提供音视频多机位拍摄、现场切换、网络直播、双向会议交互、视频会议接入、现场拾音扩声、大屏音视频信号、同声传译等技术支撑，并介绍了已建立的视频会议、多机位拍摄导播、数字会议、同声传译、扩声和大屏显示等保障系统。,正文主要是服务能力介绍和“主要业绩”展示，强调近年保障场次与典型活动案例，没有提供学生可直接使用的申请入口、办理流程、联系方式、地点时间、资格条件或材料要求，也没有形成可复用的办事知识条目；同时包含明显的业绩/宣传性叙述。,False,该页是重大活动技术保障的机构服务介绍与业绩展示，信息可了解部门能力，但缺少可执行的学生办事入口、流程和规则，不足以作为面向学生的可复用知识条目，因此拒绝。,gpt-5.4-mini,2026-08-12T22:11:52+08:00,v2_frozen
PUBEXP000105,,关于公布2025～2026学年度春季学期部分节假日图书馆开馆时间的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/7925.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000105_关于公布2025～2026学年度春季学期部分节假日图书馆开馆时间的通知-清华大学图书馆.md,2026-08-12T22:02:50+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,review,reject,图书馆服务,current_notice,清华师生读者,outdated,2025～2026学年度春季学期清明节、校庆及劳动节、端午节期间图书馆怎么开馆？考试周老馆普通阅览室几点开放？,正文明确给出部分节假日图书馆开馆安排，并注明考试周（期中4月13日-4月29日、期末6月8日-6月26日）老馆普通阅览室开馆时间为7:30-24:00，同时提示节假日期间部分区域会关闭、需选择开放区域预约座位。,通知时间为2026年3月17日，内容对应2025～2026学年度春季学期的具体节假日安排，按当前抓取时间已过期，不再具备稳定可执行性。,False,页面正文虽包含可复用的开馆时间信息，但属于明确过期的节假日通知，按准入规则应拒绝。,gpt-5.4-mini,2026-08-12T22:11:53+08:00,v2_frozen
PUBEXP000106,,关于公布2026年元旦图书馆开馆时间的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/7856.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000106_关于公布2026年元旦图书馆开馆时间的通知-清华大学图书馆.md,2026-08-12T22:02:50+08:00,site_selector,#vsb_content .v_news_content,thin_content,True,review,reject,图书馆服务,current_notice,读者/学生,outdated,2026年元旦图书馆什么时候开馆？,正文明确说明“现将2026年元旦图书馆开馆时间通知如下”，并给出图书馆在节假日期间的开馆安排入口。,这是2025年12月26日发布的2026年元旦节假日开馆通知，属于一次性时效通知；且正文未直接给出具体开馆时间文本，仅以图片展示，当前已过期不再可执行。,False,页面是图书馆节假日开馆时间通知，属于时效性很强的通知类内容，但发布时间和适用节日已过去，当前不具备可执行的学生办事价值，因此应拒绝。,gpt-5.4-mini,2026-08-12T22:11:55+08:00,v2_frozen
PUBEXP000107,,关于公布2025～2026学年度秋季学期部分节假日图书馆开馆时间的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/7627.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000107_关于公布2025～2026学年度秋季学期部分节假日图书馆开馆时间的通知-清华大学图书馆.md,2026-08-12T22:02:50+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,review,approve,图书馆服务,current_notice,清华师生读者,time_sensitive,2025～2026学年度秋季学期国庆、中秋、元旦和考试周图书馆怎么开馆？,正文明确公布了节假日和考试周的开馆安排：国庆节、中秋节（10月1日至8日）部分馆区开闭馆情况；2026年元旦西馆、北馆、人文社科图书馆、美术图书馆、法律图书馆、金融图书馆、建筑图书馆闭馆，老馆普通阅览室7:30-24:00、经管图书馆8:00-22:00；考试周（2025年11月3日-11月21日、2025年12月29日-2026年1月16日）老馆普通阅览室开馆时间为7:30-24:00。,内容是带有具体日期的节假日开馆通知，属于时效性很强的通知，不是长期稳定制度；正文中还提到“根据学校……安排”及节能减排措施，说明是阶段性安排而非通用规则。,False,本页正文直接提供了学生和读者可复用的图书馆节假日及考试周开馆时间、闭馆范围和具体时段，属于明确可执行的校园服务信息，符合准入。,gpt-5.4-mini,2026-08-12T22:12:03+08:00,v2_frozen
PUBEXP000108,,关于公布图书馆老馆考试周期间开馆时间的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/7434.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000108_关于公布图书馆老馆考试周期间开馆时间的通知-清华大学图书馆.md,2026-08-12T22:02:51+08:00,site_selector,#vsb_content .v_news_content,thin_content,True,review,reject,图书馆服务,current_notice,师生读者,outdated,,正文明确给出老馆在2025年4月14日-25日、6月2日-20日考试周期间的开馆时间调整为7:30-24:00。,这是一次性通知，内容仅对应2025年特定日期；按当前时间已过期，无法作为可持续复用的学生办事知识条目。正文也非常简短，除时间调整外无其他可复用流程或规则。,False,页面是过期的图书馆开馆时间通知，虽有具体时间信息，但不再可执行，按准入规则应拒收。,gpt-5.4-mini,2026-08-12T22:12:06+08:00,v2_frozen
PUBEXP000109,,关于公布2024～2025学年度春季学期部分节假日图书馆开馆时间的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/7408.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000109_关于公布2024～2025学年度春季学期部分节假日图书馆开馆时间的通知-清华大学图书馆.md,2026-08-12T22:02:51+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,review,approve,图书馆服务,current_notice,清华读者/学生,time_sensitive,2024～2025学年度春季学期清明、校庆劳动节和端午节期间，清华大学各图书馆分别什么时候开馆/闭馆？,正文明确公布了2024～2025学年度春季学期部分节假日图书馆开馆时间，列出清明节、校庆及劳动节、端午节期间西馆（逸夫馆）、北馆（李文正馆）、老馆以及文科/美术/金融/法律/经管/建筑图书馆的具体开放或闭馆安排，包含日期、时间和服务台/开架区开放信息。,内容是一次性节假日通知，适用时间明确且已随学期和节假日变化，时效性强，但不影响其作为可复用办事信息条目准入。,False,正文提供了学生和读者可直接使用的图书馆节假日开馆时间、闭馆安排和相关馆别信息，属于明确可执行的校园服务通知，符合准入。,gpt-5.4-mini,2026-08-12T22:12:08+08:00,v2_frozen
PUBEXP000110,,文科图书馆因吊顶更新改造的闭馆通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/7343.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000110_文科图书馆因吊顶更新改造的闭馆通知-清华大学图书馆.md,2026-08-12T22:02:51+08:00,site_selector,#vsb_content .v_news_content,thin_content,True,review,approve,图书馆服务,current_notice,清华师生读者,time_sensitive,文科图书馆闭馆期间还能怎么借书、还书和咨询？,正文明确说明：文科图书馆自2025年2月10日起闭馆，预计施工至2025年下半年；闭馆期间借书服务转为闭架预约取书服务，取书地点暂定为文科图书馆室外预约取书柜及其他各馆；归还图书可前往文科图书馆G层自助还书机（截止至3月1日）以及其他各馆；咨询邮箱为hs@tsinghua.edu.cn。,属于一次性闭馆通知，重新开馆时间需另行通知，具有明显时效性。,False,正文直接提供了闭馆期间可执行的借还书与咨询安排，属于学生可复用的图书馆服务通知；虽为时效性通知，但包含明确服务入口、地点和联系方式，符合准入。,gpt-5.4-mini,2026-08-12T22:12:15+08:00,v2_frozen
PUBEXP000114,,法律图书馆、美术图书馆座位管理系统就餐时段“临时离开”时间延长至90分钟-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/6927.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000114_法律图书馆、美术图书馆座位管理系统就餐时段“临时离开”时间延长至90分钟-清华大学图书馆.md,2026-08-12T22:02:53+08:00,site_selector,.v_news_content,thin_content,True,review,approve,图书馆服务,current_notice,使用法律图书馆、美术图书馆座位管理系统的读者,time_sensitive,法律图书馆、美术图书馆座位管理系统在就餐时段“临时离开”可以延长到多久？,"正文明确写明：自2024年5月28日起，就餐时段（12:00-13:00,17:00-18:00）将“临时离开”时间延长至90分钟；并补充说明“这里的时间指的是读者在选位机进行‘临时离开’操作的时间”。",无明显负面证据；页面不是新闻宣传或成果报道，而是直接给出座位管理规则变更。,False,正文直接提供了图书馆座位管理的可执行规则变更，能回答学生实际使用座位系统时的具体问题，属于高复用的校园服务通知，适合准入。,gpt-5.4-mini,2026-08-12T22:12:15+08:00,v2_frozen
PUBEXP000116,,德古意特博睿出版社到访清华大学图书馆-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1202/8123.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000116_德古意特博睿出版社到访清华大学图书馆-清华大学图书馆.md,2026-08-12T22:02:54+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,reject,reject,非目标范围,news_event,校内师生,outdated,,无直接可复用的学生办事流程、服务入口、申请条件、材料、规则或资源导航。,正文为出版社到访图书馆的新闻报道，内容集中在会谈、参观和合作交流，属于事件叙述与宣传，不提供学生可执行的办事或使用信息。,False,这是典型的新闻活动回顾，虽与图书馆相关，但没有稳定可复用的学生服务信息，不能作为校园办事知识条目。,gpt-5.4-mini,2026-08-12T22:12:17+08:00,v2_frozen
PUBEXP000117,,图书馆举办数字素养工作坊第7期Web of Science AI工具专场-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1202/8114.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000117_图书馆举办数字素养工作坊第7期Web of Science AI工具专场-清华大学图书馆.md,2026-08-12T22:02:54+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,reject,reject,图书馆服务,news_event,全校师生,outdated,图书馆是否举办过Web of Science AI工具相关培训？,正文说明图书馆举办了第7期数字素养工作坊“Web of Science AI工具专场”，介绍了Web of Science Research Assistant和Web of Science Research Intelligence在科研场景中的应用，并提到现场师生围绕平台访问权限、数据来源和中英文提问效果进行交流。,正文是一次已结束的活动回顾，主要叙述讲座流程、现场互动和宣传意义，没有提供可直接复用的学生办事流程、长期稳定的服务入口、报名条件、材料、时限或明确操作指南；属于新闻/活动报道而非可执行知识条目。,False,页面本质是图书馆数字素养工作坊的活动报道，内容以活动过程和宣传为主，且为已发生的单次活动，缺少可长期复用的学生办事或资源入口信息，因此不作为知识条目收录。,gpt-5.4-mini,2026-08-12T22:12:24+08:00,v2_frozen
PUBEXP000118,,图书馆举行选举清华大学第十届教职工代表及清华大学第二十二届工会会员代表大会暨第一届教职工代表大会第一次会议-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1202/8085.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000118_图书馆举行选举清华大学第十届教职工代表及清华大学第二十二届工会会员代表大会暨第一届教职工代表大会第一次会议-清华大学图书馆.md,2026-08-12T22:02:54+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,reject,reject,非目标范围,news_event,图书馆教职工,outdated,,无面向学生的可复用办事流程、服务入口、政策规则或资源导航。,正文主要记述图书馆举行教职工代表、工会会员代表大会的选举会议、表决、投票和合影等新闻性内容，属于内部会议报道，不提供学生可直接使用的信息。,False,这是图书馆内部教职工代表选举新闻，缺乏学生办事或校园生活可复用知识，且已是事件报道，准入价值低。,gpt-5.4-mini,2026-08-12T22:12:25+08:00,v2_frozen
PUBEXP000119,,期刊编辑进校园IEEE专场活动在图书馆举办-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1202/8074.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000119_期刊编辑进校园IEEE专场活动在图书馆举办-清华大学图书馆.md,2026-08-12T22:02:55+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,approve,reject,科研参与与资源导航,news_event,师生，尤其是研究生和青年科研人员,time_sensitive,,正文提到IEEE中国客户与资讯经理介绍了IEEE出版资源、投稿流程、IEEE Xplore文献调研、开放获取期刊优势、IEEE开放获取解决方案、IEEE Xplore数字图书馆使用技巧及开放科学相关作者工具，并提到清华大学IEEE OA的发文优惠。,全文主体是5月26日的活动报道和讲座回顾，包含主持、嘉宾发言、互动交流和系列讲座宣传，属于一次性新闻事件；未给出可直接执行的完整办理流程、明确申请入口、材料清单、期限或可长期复用的制度页。,False,页面是图书馆举办的期刊编辑进校园活动新闻回顾，虽提到IEEE出版与作者支持相关信息，但正文主要是活动报道而非稳定可复用的学生办事/资源条目，按准入规则应拒绝。,gpt-5.4-mini,2026-08-12T22:12:27+08:00,v2_frozen
PUBEXP000120,,清华大学图书馆举办“好读书 读好书——清华大学图书馆‘钱杨书屋’启用仪式”-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1202/8067.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000120_清华大学图书馆举办“好读书 读好书——清华大学图书馆‘钱杨书屋’启用仪式”-清华大学图书馆.md,2026-08-12T22:02:55+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,reject,reject,图书馆服务,news_event,清华师生读者,outdated,清华大学图书馆的“钱杨书屋”是什么、是否面向读者开放？,正文说明“钱杨书屋”作为清华大学图书馆“大师书屋”系列首个项目，未来将作为常设文化空间，面向读者开放，并持续开展阅读推广与学术交流活动。,全文主体是启用仪式的活动报道，包含嘉宾发言、对谈、参观等新闻叙述，缺少可直接执行的学生办事流程、开放时间、借阅/预约规则、地点联系等可复用服务信息，复用价值偏低。,False,页面核心是图书馆书屋启用仪式新闻，属于活动回顾/宣传内容，不是面向学生可直接使用的稳定服务条目；虽提到书屋将开放，但正文未给出可操作的使用信息，因此不作为知识条目收录。,gpt-5.4-mini,2026-08-12T22:12:31+08:00,v2_frozen
PUBEXP000121,,清华大学图书馆举办“万卷琳琅——馆藏子部善本特展”暨《清华大学图书馆古籍普查登记目录》新书发布会-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1202/8023.htm,lib.tsinghua.edu.cn,extracted/base/PUBEXP000121_清华大学图书馆举办“万卷琳琅——馆藏子部善本特展”暨《清华大学图书馆古籍普查登记目录》新书发布会-清华大学图书馆.md,2026-08-12T22:02:55+08:00,site_selector,#vsb_content .v_news_content,detail_content,True,reject,reject,非目标范围,news_event,师生校友与校内来宾,outdated,,正文仅说明举办了“万卷琳琅——馆藏子部善本特展”开幕式暨《清华大学图书馆古籍普查登记目录》新书发布会，并介绍展览主题、展出数量、策展背景和4月25日、26日有专场讲解。,属于活动新闻/宣传报道，核心内容是开幕式、嘉宾致辞、揭幕、参观和展览介绍，没有稳定可复用的学生办事流程、服务入口、规则、地点联系方式或持续有效的资源导航；且带有明确时间点，活动已结束，时效性强。,False,正文是图书馆展览与新书发布活动报道，主要提供新闻叙述和宣传信息，不是可直接复用的校园办事或资源知识条目，且时间敏感、已过期，因此拒绝。,gpt-5.4-mini,2026-08-12T22:12:38+08:00,v2_frozen
